iteration,day,l1_eta,l2_eta,linf_eta,mean_error_eta,mean_abs_error_eta,rmse_eta,max_abs_error_eta,min_error_eta,max_error_eta,eta_min,eta_max,reference_min_eta,reference_max_eta,l1_u,l2_u,linf_u,mean_error_u,mean_abs_error_u,rmse_u,max_abs_error_u,min_error_u,max_error_u,u_min,u_max,reference_min_u,reference_max_u,l1_v,l2_v,linf_v,mean_error_v,mean_abs_error_v,rmse_v,max_abs_error_v,min_error_v,max_error_v,v_min,v_max,reference_min_v,reference_max_v
0.0,0.0,2.0943786904767183e-08,2.3963137966202398e-08,3.2046738382761495e-08,1.0407432626543617e-07,1.3295141410703613e-05,2.0408818504226082e-05,6.102939300944854e-05,-6.102939300944854e-05,6.101439771555306e-05,-1904.3870849609375,-4.3142790673300624e-08,-1904.3870324812,-4.3142790673300624e-08,0.0021816598351656145,0.002181661132542761,0.002181665026312918,-1.5356204652392333e-15,0.02681211210253617,0.03438780843599658,0.08423226663975443,-0.08423226663975443,0.08423226663975443,-38.609256744384766,38.609256744384766,-38.60916576277046,38.60916576277046,0.0002345340204843424,0.08423246710129713,38.60925764595623,-2.597566107265996e-17,0.0002345340204843424,0.08423246710129713,38.60925764595623,-38.60925764595623,38.60925764595623,-38.609256744384766,38.609256744384766,-38.60925764595623,38.60925764595623
115200.0,1.0,0.8621481347715576,0.8003570842273154,0.9253627676694776,1.0407433330473966e-07,547.2926849801536,681.6445531300958,1762.2488550906667,-1149.7766784207288,1762.2488550906667,-1560.4884751109732,214.14155310019828,-1904.3870324812,-4.3142790673300624e-08,1.9804503931673878,2.102848626047615,2.125587751396341,-14.558287132848866,24.339293000315465,33.145548886477506,82.06716983697586,-82.06716983697586,35.611125279002195,-67.04080908471455,31.057078918636684,-38.60916576277046,38.60916576277046,35.26923829638523,41.0505085545137,86.11559098807038,0.0048402985346710035,35.26923829638523,41.0505085545137,86.11559098807038,-86.10776346261446,86.11559098807038,-72.57583226240668,72.56162943049449,-38.60925764595623,38.60925764595623
230400.0,2.0,1.0542198304289951,0.9546194512864911,0.8721435023497369,1.0407432161523241e-07,669.2200310886078,813.0260381335789,1660.898776337576,-1660.898776337576,1439.6166258878322,-1678.3406705655432,135.0824569948861,-1904.3870324812,-4.3142790673300624e-08,2.482318303070699,2.37364511199498,2.302472868042588,0.2944850668020721,30.507137521306802,37.41390089816029,88.89655662653779,-67.02872020440874,88.89655662653779,-41.26196058667368,61.98075448595993,-38.60916576277046,38.60916576277046,43.72267511598427,50.02923071915122,89.04413239207773,-0.0004246611666660673,43.72267511598427,50.02923071915122,89.04413239207773,-89.04413239207773,89.03376871276345,-60.801440488840186,60.79418548220736,-38.60925764595623,38.60925764595623
345600.0,3.0,1.0905139961989216,1.0235455439459702,1.490769593509432,1.0407432900840779e-07,692.2596116806382,871.7287054251827,2839.002282296632,-1306.499915512356,2839.002282296632,-1515.2477323989442,981.1487201884578,-1904.3870324812,-4.3142790673300624e-08,1.8441128858708138,1.850706481028885,1.9911477477583897,-15.712421336981706,22.663735486493156,29.171230578189355,76.87655345137073,-68.9847161389678,76.87655345137073,-50.313753689015485,79.69998659246687,-38.60916576277046,38.60916576277046,24.1760478409388,29.312153563590954,63.73241734975741,0.01022356818673297,24.1760478409388,29.312153563590954,63.73241734975741,-63.73241734975741,63.18544650467297,-58.12604192024087,58.126658623761884,-38.60925764595623,38.60925764595623
460800.0,4.0,0.49480722332406935,0.4767153295143265,0.8012921463771415,1.0407428478912035e-07,314.10422742764405,406.00678642180645,1525.970372789656,-1065.485816168718,1525.970372789656,-1777.6307833917037,399.589973830877,-1904.3870324812,-4.3142790673300624e-08,1.1732384331590515,1.0746164088934973,2.007481923461615,-3.228651919649164,14.41883830183655,16.938333208575806,77.50720234869478,-32.58203746769327,77.50720234869478,-39.51605201900868,81.64524230817192,-38.60916576277046,38.60916576277046,23.574127732121642,28.81119245947338,57.86682563608733,-0.021987321588566734,23.574127732121642,28.81119245947338,57.86682563608733,-57.86630467674983,57.86682563608733,-71.41250746899676,71.41358448784845,-38.60925764595623,38.60925764595623
576000.0,5.0,0.6101235831991644,0.5943811767601132,0.8247991616514486,1.0407426625137686e-07,387.3071929886623,506.21991059495167,1570.7368278503839,-1071.9617061378217,1570.7368278503839,-1656.9548034639377,663.4615338028797,-1904.3870324812,-4.3142790673300624e-08,1.91750721074558,1.9683472353868638,1.8899324275297311,-10.778879822103601,23.565735346651376,31.025509258221266,72.96871437493056,-72.96871437493056,69.83716020524241,-57.61131318659639,68.09990116085626,-38.60916576277046,38.60916576277046,41.40840221461539,49.43387721242922,126.79336829181246,0.014116905000670588,41.40840221461539,49.43387721242922,126.79336829181246,-126.79336829181246,126.79247809767381,-89.50662413506754,89.50617230671723,-38.60925764595623,38.60925764595623
691200.0,6.0,0.8312606673580379,0.7598001093046218,0.9425242065642248,1.0407427984757285e-07,527.6852830834235,647.1031695498184,1794.9308767805417,-1432.8845590635578,1794.9308767805417,-1710.8918924319519,1268.986914463235,-1904.3870324812,-4.3142790673300624e-08,2.002311076344342,1.8361774109245652,1.6350259975039811,-5.691076501063158,24.607955913997436,28.94222027404639,63.12698976407033,-63.12698976407033,59.58753853564761,-62.503983138892636,51.19465507355721,-38.60916576277046,38.60916576277046,37.00235609720511,42.56120745251455,90.89697698283659,-0.01605497878090566,37.00235609720511,42.56120745251455,90.89697698283659,-90.89697698283659,90.89377950768389,-67.89077304177727,67.89120571162874,-38.60925764595623,38.60925764595623
806400.0,7.0,1.068317636687037,0.9982240770203874,1.3426325607320293,1.0407424792567383e-07,678.1693356548564,850.1630313688946,2556.892038045104,-1597.4076833216127,2556.892038045104,-1719.780293278659,904.0810537558465,-1904.3870324812,-4.3142790673300624e-08,1.5305177412954192,1.4517421099360381,1.647903243885121,-10.274588264329656,18.80972120083884,22.88266900403767,63.624169504167796,-63.624169504167796,53.6595250751957,-56.47863342741265,41.81217648989834,-38.60916576277046,38.60916576277046,24.723516815946265,29.93376428923463,67.55348664531517,0.016495984843727104,24.723516815946265,29.93376428923463,67.55348664531517,-67.55348664531517,67.54571125195216,-66.01042497672915,66.01041899458468,-38.60925764595623,38.60925764595623
921600.0,8.0,0.7705789087119898,0.7370814310908651,1.312469457773616,1.040742489308317e-07,489.16442885978927,627.7542269791742,2499.4498159117065,-1404.2720408216899,2499.4498159117065,-1586.4272147584743,1324.6355817057788,-1904.3870324812,-4.3142790673300624e-08,1.5877600405071417,1.524126914977104,2.1393997440623647,-7.197405675978535,19.513216273137825,24.023613751276205,82.60043935133253,-66.96741711924395,82.60043935133253,-43.51572148260638,62.06101108881731,-38.60916576277046,38.60916576277046,33.51587587336292,42.29872358706679,90.83402515657372,-0.017236132105192946,33.51587587336292,42.29872358706679,90.83402515657372,-90.83402515657372,90.8332860586729,-58.38757525511278,58.3873847570338,-38.60925764595623,38.60925764595623
1036800.0,9.0,0.5402436670147949,0.5518981708502143,0.7228194383545891,1.0407427860596357e-07,342.9473371677535,470.0381735306345,1376.5279652278236,-1305.2664084211556,1376.5279652278236,-1732.5885637076003,1035.585118270053,-1904.3870324812,-4.3142790673300624e-08,1.8737970229309275,1.7109072005977106,1.875736107545164,-7.100411940835091,23.028546901038172,26.967684480563147,72.42060630342507,-72.42060630342507,56.45121390210548,-66.5095916078371,47.01651117959377,-38.60916576277046,38.60916576277046,34.113949142222026,42.387798982439286,113.73078931195246,0.017052871576763794,34.113949142222026,42.387798982439286,113.73078931195246,-113.72846237279276,113.73078931195246,-80.33398066368511,80.33630760284483,-38.60925764595623,38.60925764595623
