iteration,day,normalized_l1,normalized_l2,normalized_linf,mean_error,mean_abs_error,rmse,max_abs_error,min_error,max_error,relative_mass_error
0.0,0.0,2.0563125514170198e-08,2.3439537004853824e-08,3.0467749550040916e-08,-2.999982492855536e-09,1.6911920869177518e-07,1.6196184098288864e-06,3.0461309393103875e-05,-3.041163461148244e-05,3.0461309393103875e-05,-3.6476635283987306e-10
86400.0,1.0,2.0000000004952496,1.4142044052081393,1.0,3.6768989084417136e-09,16.44878436569501,97.718290658297,999.7886238060898,-999.7886238060898,999.3170717829238,4.4707229997523405e-10
172800.0,2.0,2.0000000038142387,1.4141849540340827,1.0,3.099130574770904e-08,16.448784392991673,97.716946626647,999.7886238060898,-999.7886238060898,999.1535584755813,3.768218376066454e-09
259200.0,3.0,2.0000000107002567,1.4141422196284579,1.0,8.760859158193498e-08,16.44878444962497,97.71399377693542,999.788623806085,-999.788623806085,998.7764489364519,1.0652287689580572e-08
345600.0,4.0,2.0000000042384545,1.4141650327301087,1.0,3.100315326960637e-08,16.448784396480534,97.7155701100945,999.788623806085,-999.788623806085,998.7078536989246,3.769658910714726e-09
432000.0,5.0,2.0000000014893553,1.4141671571122965,1.0,3.6805660919116706e-09,16.44878437387091,97.71571690004627,999.7886238060898,-999.7886238060898,998.6865617970253,4.4751842947948994e-10
518400.0,6.0,0.0004028082419504046,0.0006408679645743135,0.0020164409680336857,-3.0009265392802447e-09,0.0033128529554631064,0.04428251093352164,2.016014740416608,-2.016014740416608,1.8497460988661487,-3.648812523435071e-10
604800.0,7.0,2.000000001624795,1.414150238578889,1.0,3.6729763650963427e-09,16.448784374984857,97.71454786807422,999.7886238060898,-999.7886238060898,998.5769979244982,4.4659553854936573e-10
691200.0,8.0,2.000000004954011,1.4141307785810526,1.0,3.0989569692663515e-08,16.448784402365582,97.71320322672094,999.7886238060898,-999.7886238060898,998.5042725016478,3.7680072899451565e-09
777600.0,9.0,2.0000000119124266,1.4140880324383698,1.0,8.760614091134561e-08,16.448784459594336,97.71024956600561,999.788623806085,-999.788623806085,998.1929745259079,1.0651989713689402e-08
864000.0,10.0,2.0000000062805507,1.4141108285046715,1.0,3.1004820705875384e-08,16.44878441327559,97.71182472206127,999.7886238060898,-999.7886238060898,998.1261800756338,3.769861653511063e-09
950400.0,11.0,2.000000003766979,1.4141129179854797,1.0,3.6800289049184774e-09,16.448784392602967,97.71196910040716,999.7886238060801,-999.7886238060801,998.1244980129378,4.474528747834335e-10
1036800.0,12.0,0.0006704368292784542,0.0008685940170394213,0.0027967453870829007,-3.002915355628791e-09,0.005513935416445393,0.06001786043695982,2.7961542216876296,-2.7961542216876296,2.473580437582882,-3.6512297038642205e-10
