iteration,day,eta_finite_fraction,u_finite_fraction,v_finite_fraction,scalar_finite_fraction,minimum_state_finite_fraction,volume_m3,volume_rel_change,mass_kg,mass_rel_change,eta_volume_anomaly_m3,eta_volume_anomaly_delta_m3,tracer_area_integral,tracer_area_rel_change,tracer_mass_integral,tracer_mass_rel_change,kinetic_energy_j,kinetic_energy_rel_change,surface_potential_energy_j,surface_potential_energy_rel_change,potential_energy_anomaly_j,mechanical_energy_j,mechanical_energy_rel_change,mechanical_energy_anomaly_j,mechanical_energy_anomaly_rel_change,zeta_mean_s-1,zeta_rms_s-1,zeta_min_s-1,zeta_max_s-1,pv_mean_s-1_m-1,pv_rms_s-1_m-1,pv_min_s-1_m-1,pv_max_s-1_m-1,potential_enstrophy,potential_enstrophy_rel_change
0,0.0,1.0,1.0,1.0,nan,1.0,5.53064509343632e+18,0.0,5.53064509343632e+18,0.0,3.31211246814095e+17,0.0,nan,nan,nan,nan,7.40109297534395e+20,0.0,1.3813466133027902e+21,0.0,3.4502470544311804e+22,2.1214559108371852e+21,0.0,3.52425798418462e+22,0.0,6.3054229620988305e-21,1.495133690579223e-05,-4.2305903911920495e-05,0.00012619178972425534,2.2573729888530464e-12,8.34810648137903e-09,-1.4597289345402263e-08,2.2425187231772885e-08,185.71918658452094,0.0
1440,1.0,1.0,1.0,1.0,nan,1.0,5.530645093436318e+18,-3.703003836623929e-16,5.530645093436318e+18,-3.703003836623929e-16,3.3121124681409504e+17,64.0,nan,nan,nan,nan,7.4016081413014e+20,6.960674040535046e-05,1.3813592390175293e+21,9.140149631932605e-06,3.450248317002654e+22,2.1215200531476694e+21,3.0235042904521845e-05,3.5242643984156683e+22,1.8200231303247232e-06,1.8707455062140758e-15,1.4950851673814285e-05,-4.236845248613227e-05,0.00012579481745006031,2.2628695893786905e-12,8.348109506053074e-09,-1.4597294536883204e-08,2.239145255987761e-08,185.71902292996856,-8.811935664299123e-07
2880,2.0,1.0,1.0,1.0,nan,1.0,5.530645093436316e+18,-7.406007673247858e-16,5.530645093436316e+18,-7.406007673247858e-16,3.3121124681409504e+17,64.0,nan,nan,nan,nan,7.401707669248989e+20,8.305447683026755e-05,1.3813891063927653e+21,3.0762076343392845e-05,3.4502513037401785e+22,2.1215598733176642e+21,4.900525151051436e-05,3.5242683804326683e+22,2.949911185591074e-06,1.2620984062359202e-14,1.4948916511806352e-05,-4.230983133789308e-05,0.00012512244503891644,2.2696207398544167e-12,8.348102176502409e-09,-1.4597295138332896e-08,2.233873883740005e-08,185.7180330166695,-6.211355286769358e-06
4320,3.0,1.0,1.0,1.0,nan,1.0,5.53064509343632e+18,0.0,5.53064509343632e+18,0.0,3.3121124681409504e+17,64.0,nan,nan,nan,nan,7.402280518908578e+20,0.0001604551609586554,1.381396613762298e+21,3.619689585957348e-05,3.45025205447713e+22,2.1216246656531557e+21,7.954669956067058e-05,3.5242748596662156e+22,4.7883786236490956e-06,2.8805674063324416e-14,1.4949730969228032e-05,-4.2501307375992455e-05,0.0001245808828695492,2.2724517744755815e-12,8.348123889774064e-09,-1.4597304730821484e-08,2.229503184927142e-08,185.71880339469402,-2.063275388864418e-06
5760,4.0,1.0,1.0,1.0,nan,1.0,5.530645093436319e+18,-1.8515019183119645e-16,5.530645093436319e+18,-1.8515019183119645e-16,3.3121124681409517e+17,192.0,nan,nan,nan,nan,7.403861890987027e+20,0.0003741225319425305,1.3813902819885127e+21,3.161312685892298e-05,3.450251421299752e+22,2.1217764710872153e+21,0.00015110389444936766,3.5242900402096222e+22,9.095822481267045e-06,3.9296072030321334e-14,1.4953590667723253e-05,-4.2415539543438776e-05,0.00012444698763749857,2.276890679186964e-12,8.348187690763446e-09,-1.4597312169181557e-08,2.2276566491280726e-08,185.72171260549547,1.3601292472701901e-05
7200,5.0,1.0,1.0,1.0,nan,1.0,5.530645093436317e+18,-5.554505754935894e-16,5.530645093436317e+18,-5.554505754935894e-16,3.31211246814095e+17,0.0,nan,nan,nan,nan,7.402733121552064e+20,0.00022160864801706992,1.3813983537776427e+21,3.7456547367786664e-05,3.4502522284786684e+22,2.121671665932849e+21,0.00010170142804373687,3.524279559694189e+22,6.122000621436392e-06,6.16504148897511e-14,1.4950176324699212e-05,-4.234754967786901e-05,0.00012400103600750654,2.2756222304491416e-12,8.348136435989035e-09,-1.4597314993429485e-08,2.2242842290187478e-08,185.71927573084065,4.800059775658823e-07
