case,alpha,status,health_verdict,min_state_finite_fraction,first_bad_day,nonfinite_state_records,run_dir,iterations,last_day,fields,max_abs_mass_rel_change,max_abs_tracer_mass_rel_change,max_abs_mechanical_energy_rel_change,max_abs_potential_enstrophy_rel_change,mass_verdict,quantity_verdict,energy_verdict,enstrophy_verdict,output_dir
TC5,0,available,invalid output: non-finite state fields,0.0,1.0,15,/scratch/p8190783-hmh85/MITgcm/Sandbox/vortexSphere_Williamson_TC5/run_standard,16,15.0,"eta:Eta,u:U,v:V,kinetic:momKE",0.0,nan,0.0,0.0,invalid output,invalid output,invalid output,invalid output,/scratch/p8190783-hmh85/MITgcm/Sandbox/output/TestCase5/Diagnosis/conservation/alpha_0
