iteration,day,eta_finite_fraction,u_finite_fraction,v_finite_fraction,scalar_finite_fraction,minimum_state_finite_fraction,volume_m3,volume_rel_change,mass_kg,mass_rel_change,eta_volume_anomaly_m3,eta_volume_anomaly_delta_m3,tracer_area_integral,tracer_area_rel_change,tracer_mass_integral,tracer_mass_rel_change,kinetic_energy_j,kinetic_energy_rel_change,surface_potential_energy_j,surface_potential_energy_rel_change,potential_energy_anomaly_j,mechanical_energy_j,mechanical_energy_rel_change,mechanical_energy_anomaly_j,mechanical_energy_anomaly_rel_change,zeta_mean_s-1,zeta_rms_s-1,zeta_min_s-1,zeta_max_s-1,pv_mean_s-1_m-1,pv_rms_s-1_m-1,pv_min_s-1_m-1,pv_max_s-1_m-1,potential_enstrophy,potential_enstrophy_rel_change
0,0.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391534e+18,0.0,2.0402578876391534e+21,0.0,0.0,0.0,4194970252954136.5,0.0,1.6779881011816548e+19,0.0,1.0137869986917767e+24,0.0,0.0,-1.0,0.0,1.0137869986917767e+24,0.0,1.0137869986917767e+24,0.0,-3.6985009039230956e-23,8.20273524366672e-06,-0.002774956309167601,0.002773744363917659,8.817417303008248e-25,2.1236702341986725e-08,-7.301989905235666e-07,6.569761777477485e-07,460.07563023305585,0.0
115200,1.0,1.0,1.0,1.0,1.0,1.0,2.040257887639153e+18,-2.509486683531224e-16,2.040257887639153e+21,-2.5697143639359734e-16,6.891787052154541e-07,6.891787052154541e-07,4194970252871971.5,-1.958655128534908e-11,1.677988101185742e+19,2.43577031155451e-12,1.0137869986918861e+24,1.0789983345728154e-13,3223384943830301.0,0.0,3223384943830322.5,1.013787001915271e+24,3.179656370257078e-09,1.013787001915271e+24,3.179656370257078e-09,-3.6985009039230956e-23,8.20273524366672e-06,-0.002774956309167601,0.002773744363917659,-4.647192369968176e-19,2.1236702691050534e-08,-7.318605745351415e-07,6.590742034451597e-07,460.07563527493284,1.095880037428696e-08
230400,2.0,1.0,1.0,1.0,1.0,1.0,2.040257887639153e+18,-2.509486683531224e-16,2.040257887639153e+21,-2.5697143639359734e-16,-1.9744038581848145e-06,-1.9744038581848145e-06,4194970251654341.0,-3.0984617807114893e-10,1.6779881043958364e+19,1.9154972425230807e-09,1.0137869986919947e+24,2.1500531231242357e-13,1.2893539775320004e+16,2.999999999999628,1.289353977532015e+16,1.0137870115855344e+24,1.271840901939923e-08,1.0137870115855344e+24,1.271840901939923e-08,-3.6985009039230956e-23,8.20273524366672e-06,-0.002774956309167601,0.002773744363917659,-1.8590132134152142e-18,2.123670373819287e-08,-7.338641037852022e-07,6.618557231619474e-07,460.07565039847526,4.383066193721783e-08
345600,3.0,1.0,1.0,1.0,1.0,1.0,2.040257887639153e+18,-2.509486683531224e-16,2.040257887639153e+21,-2.5697143639359734e-16,-1.214444637298584e-06,-1.214444637298584e-06,4194970241512409.0,-2.7274871596390058e-09,1.6779880965914157e+19,-2.735561191624369e-09,1.0137869986921046e+24,3.2343471550446474e-13,2.9010464494470684e+16,7.999999999999372,2.9010464494470424e+16,1.0137870277025691e+24,2.8616260065705394e-08,1.0137870277025691e+24,2.8616260065705394e-08,-3.6985009039230956e-23,8.20273524366672e-06,-0.002774956309167601,0.002773744363917659,-4.183239223218526e-18,2.123670548365047e-08,-7.362780475760104e-07,6.646608203225393e-07,460.07567560573534,9.86200452987799e-08
460800,4.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391537e+18,1.254743341765612e-16,2.0402578876391537e+21,1.2848571819679867e-16,3.3080577850341797e-06,3.3080577850341797e-06,4194970251650047.5,-3.1086966566250347e-10,1.677988093200468e+19,-4.7564025403872495e-09,1.0137869986922139e+24,4.312021565280564e-13,5.157415910128983e+16,15.000000000001554,5.157415910128964e+16,1.013787050266373e+24,5.087320739089663e-08,1.013787050266373e+24,5.087320739089663e-08,-3.6985009039230956e-23,8.20273524366672e-06,-0.002774956309167601,0.002773744363917659,-7.438007914012003e-18,2.123670792781829e-08,-7.387079244404411e-07,6.674897959828337e-07,460.0757109001351,1.7533438843315386e-07
576000,5.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391537e+18,1.254743341765612e-16,2.0402578876391537e+21,1.2848571819679867e-16,-3.069639205932617e-06,-3.069639205932617e-06,4194970252870072.5,-2.0039236259375465e-11,1.6779881009642869e+19,-1.2954082418518192e-10,1.0137869986923234e+24,5.392343824190279e-13,8.05846235957715e+16,24.000000000004334,8.058462359577205e+16,1.013787079276947e+24,7.948925205411241e-08,1.013787079276947e+24,7.948925205411241e-08,-3.6985009039230956e-23,8.20273524366672e-06,-0.002774956309167601,0.002773744363917659,-1.162416206372442e-17,2.123671107124977e-08,-7.411538926485909e-07,6.703429563462042e-07,460.07575628647015,2.73984114833168e-07
691200,6.0,1.0,1.0,1.0,1.0,1.0,2.040257887639153e+18,-2.509486683531224e-16,2.040257887639153e+21,-2.5697143639359734e-16,-1.3113021850585938e-06,-1.3113021850585938e-06,4194970252950237.0,-9.295655904243746e-13,1.67798810118429e+19,1.5704292528321832e-12,1.0137869986924329e+24,6.472666083099993e-13,1.160418579779054e+17,35.00000000000452,1.1604185797790573e+17,1.0137871147342908e+24,1.1446439365817543e-07,1.0137871147342908e+24,1.1446439365817543e-07,-3.6985009039230956e-23,8.20273524366672e-06,-0.002774956309167601,0.002773744363917659,-1.674280360211387e-17,2.123671491465718e-08,-7.437524745410611e-07,6.732206128737126e-07,460.07581177091055,3.945826354871355e-07
806400,7.0,1.0,1.0,1.0,1.0,1.0,2.040257887639153e+18,-2.509486683531224e-16,2.040257887639153e+21,-2.5697143639359734e-16,-6.556510925292969e-07,-6.556510925292969e-07,4194970252868018.5,-2.0528870243920065e-11,1.6779881014084766e+19,1.3517481693718211e-10,1.0137869986925418e+24,7.546368720325212e-13,1.5794586224767827e+17,47.99999999999799,1.5794586224767827e+17,1.013787156638404e+24,1.557986318059084e-07,1.013787156638404e+24,1.557986318059084e-07,-3.6985009039230956e-23,8.20273524366672e-06,-0.002774956309167601,0.002773744363917659,-2.2795279436702584e-17,2.123671945891217e-08,-7.470925200442131e-07,6.761230823977694e-07,460.0758773610048,5.37146357527518e-07
921600,8.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391537e+18,1.254743341765612e-16,2.0402578876391537e+21,1.2848571819679867e-16,-3.039836883544922e-06,-3.039836883544922e-06,4194970251650363.0,-3.1079445654754544e-10,1.677988115591912e+19,8.587818467277665e-09,1.0137869986926518e+24,8.631986676582523e-13,2.062966364050935e+17,62.9999999999858,2.062966364050934e+17,1.0137872049892882e+24,2.0349196795362807e-07,1.0137872049892882e+24,2.0349196795362807e-07,-3.6985009039230956e-23,8.20273524366672e-06,-0.002774956309167601,0.002773744363917659,-2.978316880593479e-17,2.1236724705046262e-08,-7.50596913700026e-07,6.790506872383074e-07,460.07595306568277,7.016946904085425e-07
1036800,9.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391526e+18,-3.764230025296836e-16,2.0402578876391526e+21,-3.8545715459039603e-16,-4.976987838745117e-06,-4.976987838745117e-06,4194970241509460.5,-2.7281900251713474e-09,1.6779880965719658e+19,-2.747152367977946e-09,1.0137869986927608e+24,9.70701323814464e-13,2.6109418045023395e+17,79.99999999999366,2.610941804502343e+17,1.0137872597869413e+24,2.575444002478404e-07,1.0137872597869413e+24,2.575444002478404e-07,-3.6985009039230956e-23,8.20273524366672e-06,-0.002774956309167601,0.002773744363917659,-3.77083074539673e-17,2.1236730654251607e-08,-7.541343384773943e-07,6.820037553221026e-07,460.07603889526035,8.882500564081497e-07
