iteration,day,eta_finite_fraction,u_finite_fraction,v_finite_fraction,scalar_finite_fraction,minimum_state_finite_fraction,volume_m3,volume_rel_change,mass_kg,mass_rel_change,eta_volume_anomaly_m3,eta_volume_anomaly_delta_m3,tracer_area_integral,tracer_area_rel_change,tracer_mass_integral,tracer_mass_rel_change,kinetic_energy_j,kinetic_energy_rel_change,surface_potential_energy_j,surface_potential_energy_rel_change,potential_energy_anomaly_j,mechanical_energy_j,mechanical_energy_rel_change,mechanical_energy_anomaly_j,mechanical_energy_anomaly_rel_change,zeta_mean_s-1,zeta_rms_s-1,zeta_min_s-1,zeta_max_s-1,pv_mean_s-1_m-1,pv_rms_s-1_m-1,pv_min_s-1_m-1,pv_max_s-1_m-1,potential_enstrophy,potential_enstrophy_rel_change
0,0.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391534e+18,0.0,2.0402578876391534e+21,0.0,0.0,0.0,4194970252954136.5,0.0,1.6779881011816548e+19,0.0,1.013789393610007e+24,0.0,0.0,nan,0.0,1.013789393610007e+24,0.0,1.013789393610007e+24,0.0,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08,530.2855017241291,0.0
1440,1.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391534e+18,0.0,2.0402578876391534e+21,0.0,0.0,0.0,4194970252954137.0,1.1919035651036986e-16,1.6779881011816548e+19,0.0,1.013789393610007e+24,0.0,0.0,nan,0.0,1.013789393610007e+24,0.0,1.013789393610007e+24,0.0,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08,530.2855017241291,0.0
2880,2.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391534e+18,0.0,2.0402578876391534e+21,0.0,0.0,0.0,4194970252954136.5,0.0,1.6779881011816548e+19,0.0,1.013789393610007e+24,0.0,0.0,nan,0.0,1.013789393610007e+24,0.0,1.013789393610007e+24,0.0,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08,530.2855017241291,0.0
4320,3.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391534e+18,0.0,2.0402578876391534e+21,0.0,0.0,0.0,4194970252954136.0,-1.1919035651036986e-16,1.6779881011816548e+19,0.0,1.013789393610007e+24,0.0,0.0,nan,0.0,1.013789393610007e+24,0.0,1.013789393610007e+24,0.0,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08,530.2855017241291,0.0
5760,4.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391534e+18,0.0,2.0402578876391534e+21,0.0,0.0,0.0,4194970252954137.0,1.1919035651036986e-16,1.6779881011816548e+19,0.0,1.013789393610007e+24,0.0,0.0,nan,0.0,1.013789393610007e+24,0.0,1.013789393610007e+24,0.0,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08,530.2855017241291,0.0
7200,5.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391534e+18,0.0,2.0402578876391534e+21,0.0,0.0,0.0,4194970252954137.0,1.1919035651036986e-16,1.677988101181655e+19,1.2205092506661872e-16,1.013789393610007e+24,0.0,0.0,nan,0.0,1.013789393610007e+24,0.0,1.013789393610007e+24,0.0,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08,530.2855017241291,0.0
8640,6.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391534e+18,0.0,2.0402578876391534e+21,0.0,0.0,0.0,4194970252954136.5,0.0,1.6779881011816548e+19,0.0,1.013789393610007e+24,0.0,0.0,nan,0.0,1.013789393610007e+24,0.0,1.013789393610007e+24,0.0,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08,530.2855017241291,0.0
10080,7.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391534e+18,0.0,2.0402578876391534e+21,0.0,0.0,0.0,4194970252954136.5,0.0,1.677988101181655e+19,1.2205092506661872e-16,1.013789393610007e+24,0.0,0.0,nan,0.0,1.013789393610007e+24,0.0,1.013789393610007e+24,0.0,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08,530.2855017241291,0.0
11520,8.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391534e+18,0.0,2.0402578876391534e+21,0.0,0.0,0.0,4194970252954135.5,-2.383807130207397e-16,1.6779881011816546e+19,-1.2205092506661872e-16,1.013789393610007e+24,0.0,0.0,nan,0.0,1.013789393610007e+24,0.0,1.013789393610007e+24,0.0,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08,530.2855017241291,0.0
12960,9.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391534e+18,0.0,2.0402578876391534e+21,0.0,0.0,0.0,4194970252954136.5,0.0,1.6779881011816546e+19,-1.2205092506661872e-16,1.013789393610007e+24,0.0,0.0,nan,0.0,1.013789393610007e+24,0.0,1.013789393610007e+24,0.0,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08,530.2855017241291,0.0
14400,10.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391534e+18,0.0,2.0402578876391534e+21,0.0,0.0,0.0,4194970252954137.0,1.1919035651036986e-16,1.6779881011816546e+19,-1.2205092506661872e-16,1.013789393610007e+24,0.0,0.0,nan,0.0,1.013789393610007e+24,0.0,1.013789393610007e+24,0.0,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08,530.2855017241291,0.0
15840,11.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391534e+18,0.0,2.0402578876391534e+21,0.0,0.0,0.0,4194970252954136.5,0.0,1.6779881011816546e+19,-1.2205092506661872e-16,1.013789393610007e+24,0.0,0.0,nan,0.0,1.013789393610007e+24,0.0,1.013789393610007e+24,0.0,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08,530.2855017241291,0.0
17280,12.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391534e+18,0.0,2.0402578876391534e+21,0.0,0.0,0.0,4194970252954136.5,0.0,1.6779881011816546e+19,-1.2205092506661872e-16,1.013789393610007e+24,0.0,0.0,nan,0.0,1.013789393610007e+24,0.0,1.013789393610007e+24,0.0,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08,530.2855017241291,0.0
