iteration,day,normalized_l1,normalized_l2,normalized_linf,mean_error,mean_abs_error,rmse,max_abs_error,min_error,max_error,relative_mass_error
0.0,0.0,2.0563125514170198e-08,2.3439537004853824e-08,3.0467749550040916e-08,-2.999982492855536e-09,1.6911920869177518e-07,1.6196184098288864e-06,3.0461309393103875e-05,-3.041163461148244e-05,3.0461309393103875e-05,-3.6476635283987306e-10
86400.0,1.0,1.999999999641589,1.4142042798494394,1.0,-3.161075391044224e-09,16.448784358674168,97.71828199629748,999.7886238060898,-999.7886238060898,999.2197908868128,-3.8435373845057256e-10
172800.0,2.0,1.9999999993507394,1.4141849398438673,1.0,-5.548270181226264e-09,16.448784356282104,97.71694564613557,999.7886238060898,-999.7886238060898,999.0519137620872,-6.746115772751483e-10
259200.0,3.0,1.9999999969535898,1.4141422917942053,1.0,-2.5431844824303403e-08,16.448784336566987,97.71399876342355,999.788623806085,-999.788623806085,998.918564244013,-3.092246121681883e-09
345600.0,4.0,1.9999999997597904,1.4141652434298553,1.0,-5.556582855865461e-09,16.448784359646243,97.71558466896519,999.788623806085,-999.788623806085,998.7593487621272,-6.756223114979898e-10
432000.0,5.0,2.0000000005974488,1.4141672880878131,1.0,-3.164693561102394e-09,16.44878436653552,97.71572595015498,999.7886238060898,-999.7886238060898,998.7047251330242,-3.847936700562921e-10
518400.0,6.0,0.00032342304442786437,0.0003543167004474942,0.0013240251624484656,-3.0075269316949163e-09,0.002659957957686595,0.02448247381489467,1.3237452950489796,-1.3237452950489796,0.869391160570899,-3.656838802039551e-10
604800.0,7.0,2.0000000006933827,1.4141501366291576,1.0,-3.1687361873066447e-09,16.448784367324556,97.71454082358088,999.7886238060898,-999.7886238060898,998.5991286895711,-3.852850918960042e-10
691200.0,8.0,2.0000000003469967,1.4141308231427605,1.0,-5.555955974328696e-09,16.44878436447569,97.71320630583305,999.7886238060898,-999.7886238060898,998.5384344770783,-6.755461488602061e-10
777600.0,9.0,1.9999999982282164,1.4140882199019325,1.0,-2.5437527439266073e-08,16.448784347050022,97.71026251930914,999.788623806085,-999.788623806085,998.4669086345477,-3.0929370681783207e-09
864000.0,10.0,2.000000001196822,1.4141111813815133,1.0,-5.564729375038698e-09,16.448784371465013,97.71184910504415,999.7886238060898,-999.7886238060898,998.3410194600018,-6.766127833602275e-10
950400.0,11.0,2.0000000021285715,1.4141132370867304,1.0,-3.1720102832140645e-09,16.448784379128064,97.71199114957395,999.7886238060801,-999.7886238060801,998.2950815474019,-3.856833068769613e-10
1036800.0,12.0,0.0005470007205695869,0.0005243203767722064,0.0015590964902009413,-3.013779028056507e-09,0.004498748449150457,0.036229339115906284,1.5587669343188963,-1.5587669343188963,0.9409614842233509,-3.6644383791678815e-10
