iteration,day,normalized_l1,normalized_l2,normalized_linf,mean_error,mean_abs_error,rmse,max_abs_error,min_error,max_error,relative_mass_error
0.0,0.0,2.0563125514170195e-08,2.3439537004853824e-08,3.0467749550040916e-08,-2.999982492855538e-09,1.6911920869177518e-07,1.6196184098288864e-06,3.0461309393103875e-05,-3.041163461148244e-05,3.0461309393103875e-05,-3.647664720302295e-10
1440.0,1.0,6.31553400959274e-05,0.00011432725770075896,0.0006882993151810556,3.4452304003944355e-07,0.0005194142631945093,0.007899752084681255,0.6882431152233721,-0.6882431152233721,0.24516687435186668,4.189039702435353e-08
2880.0,2.0,0.0001048647994184415,0.0001557092437866628,0.0008153468920720674,1.1444869943114966e-07,0.0008624492232649366,0.010759152698514862,0.8152366402006237,-0.8152366402006237,0.2848747306520636,1.391576408086942e-08
4320.0,3.0,0.00015059322460007804,0.00019458306890862565,0.000931797146937719,3.8431416642206503e-07,0.0012385376800395733,0.013445245125009482,0.9316982532418479,-0.9316982532418479,0.31931511424795644,4.672858206892824e-08
5760.0,4.0,0.00019471427006283382,0.0002299150493645222,0.000987834798619702,1.144485126637551e-07,0.0016014064958460913,0.015886604183812443,0.9877012227929072,-0.9877012227929072,0.3199651352105093,1.3915741315511032e-08
7200.0,5.0,0.00023214678239938182,0.00026138017373523585,0.0011185936356675722,3.445123258648248e-07,0.0019092661008522787,0.01806077232923579,1.1185023019794471,-1.1185023019794471,0.35516405392991146,4.18890943928924e-08
8640.0,6.0,0.0002580406711104824,0.00028539830303378504,0.001100578861717566,-3.001948788771609e-09,0.0021222276778122577,0.01972037014347691,1.100346225546673,-1.100346225546673,0.36699535856109833,-3.650056870756585e-10
10080.0,7.0,0.00026988929666411096,0.000300918378998764,0.0012736956314188413,3.4452268699984565e-07,0.0022196753268677845,0.020792771904285887,1.2735916335809634,-1.2735916335809634,0.3366122267609626,4.189035411582331e-08
11520.0,8.0,0.0002740785812916621,0.000312465954341378,0.001296021188428822,1.1444870467553087e-07,0.0022541297066266067,0.021590682955548543,1.2958459393871635,-1.2958459393871635,0.2898798617807188,1.391576467682123e-08
12960.0,9.0,0.0002825399416844457,0.00032757256089535353,0.0013678749752936254,3.843135093725998e-07,0.002323719176753643,0.022634514925516654,1.367729799691574,-1.367729799691574,0.28739016281724616,4.6728502092195236e-08
14400.0,10.0,0.000301526730092608,0.0003471049806625545,0.0013801623795899824,1.1444871710474158e-07,0.0024798740435701765,0.02398416046821334,1.3799757529078533,-1.3799757529078533,0.28589487472004294,1.3915766107105508e-08
15840.0,11.0,0.00032617048053732307,0.000369824758749794,0.0014733727627997918,3.4451201493205987e-07,0.0026825538357763885,0.025554045182709113,1.4732524612317093,-1.4732524612317093,0.28497598743376784,4.1889056728738195e-08
17280.0,12.0,0.00034999864144516794,0.0003920578083706359,0.0014299276800729442,-3.0036565600903524e-09,0.002878526089996089,0.0270902980729848,1.4296254274023568,-1.4296254274023568,0.29006348274890525,-3.6521331667662387e-10
