iteration,day,volume_m3,mass_kg,conserved_scalar_integral,conserved_scalar_rel_change,kinetic_energy_j,potential_energy_j,mechanical_energy_j,ke_area_mean_j_m-2,zeta_mean_s-1,zeta_rms_s-1,zeta_min_s-1,zeta_max_s-1,pv_mean_s-1_m-1,pv_rms_s-1_m-1,pv_min_s-1_m-1,pv_max_s-1_m-1
0,0.0,2.0402578876391534e+18,2.0402578876391534e+21,4194970252954136.5,0.0,1.013789393610007e+24,0.0,1.013789393610007e+24,1987571080.6011784,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08
1440,1.0,2.0402578876391534e+18,2.0402578876391534e+21,4194970252954137.0,1.1919035651036986e-16,1.013789393610007e+24,0.0,1.013789393610007e+24,1987571080.6011784,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08
2880,2.0,2.0402578876391534e+18,2.0402578876391534e+21,4194970252954136.5,0.0,1.013789393610007e+24,0.0,1.013789393610007e+24,1987571080.6011784,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08
4320,3.0,2.0402578876391534e+18,2.0402578876391534e+21,4194970252954136.0,-1.1919035651036986e-16,1.013789393610007e+24,0.0,1.013789393610007e+24,1987571080.6011784,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08
5760,4.0,2.0402578876391534e+18,2.0402578876391534e+21,4194970252954137.0,1.1919035651036986e-16,1.013789393610007e+24,0.0,1.013789393610007e+24,1987571080.6011784,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08
7200,5.0,2.0402578876391534e+18,2.0402578876391534e+21,4194970252954137.0,1.1919035651036986e-16,1.013789393610007e+24,0.0,1.013789393610007e+24,1987571080.6011784,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08
8640,6.0,2.0402578876391534e+18,2.0402578876391534e+21,4194970252954136.5,0.0,1.013789393610007e+24,0.0,1.013789393610007e+24,1987571080.6011784,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08
10080,7.0,2.0402578876391534e+18,2.0402578876391534e+21,4194970252954136.5,0.0,1.013789393610007e+24,0.0,1.013789393610007e+24,1987571080.6011784,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08
11520,8.0,2.0402578876391534e+18,2.0402578876391534e+21,4194970252954135.5,-2.383807130207397e-16,1.013789393610007e+24,0.0,1.013789393610007e+24,1987571080.6011784,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08
12960,9.0,2.0402578876391534e+18,2.0402578876391534e+21,4194970252954136.5,0.0,1.013789393610007e+24,0.0,1.013789393610007e+24,1987571080.6011784,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08
14400,10.0,2.0402578876391534e+18,2.0402578876391534e+21,4194970252954137.0,1.1919035651036986e-16,1.013789393610007e+24,0.0,1.013789393610007e+24,1987571080.6011784,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08
15840,11.0,2.0402578876391534e+18,2.0402578876391534e+21,4194970252954136.5,0.0,1.013789393610007e+24,0.0,1.013789393610007e+24,1987571080.6011784,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08
17280,12.0,2.0402578876391534e+18,2.0402578876391534e+21,4194970252954136.5,0.0,1.013789393610007e+24,0.0,1.013789393610007e+24,1987571080.6011784,7.175755065893256e-22,6.997593899964117e-06,-1.2121070557002823e-05,1.2121070557002823e-05,-5.15538074364461e-25,2.2799605988289378e-08,-3.9490180870916956e-08,3.9490180870916956e-08
