iteration,day,state_finite_fraction,nonfinite_state_values,volume_m3,mass_kg,conserved_scalar_integral,conserved_scalar_rel_change,kinetic_energy_j,potential_energy_j,mechanical_energy_j,ke_area_mean_j_m-2,zeta_mean_s-1,zeta_rms_s-1,zeta_min_s-1,zeta_max_s-1,pv_mean_s-1_m-1,pv_rms_s-1_m-1,pv_min_s-1_m-1,pv_max_s-1_m-1
0,0.0,1.0,0,1.5286334856246845e+18,1.5286334856246845e+18,nan,nan,1.6347602333387594e+20,2.7671012943327855e+20,4.401861527671545e+20,320500.70596328244,-1.1499213831795156e-21,8.988507486452827e-06,-1.8142727715452293e-05,2.239224773484199e-05,3.143725997937864e-09,3.184909408509616e-08,-4.553078719347715e-08,6.331873656479716e-08
1440,1.0,1.0,0,1.528633485624685e+18,1.528633485624685e+18,nan,nan,1.6347940149287947e+20,2.7670658541917245e+20,4.401859869120519e+20,320507.32896721544,2.106358519056912e-15,8.98863898603021e-06,-1.8142884801621907e-05,2.2392744221059035e-05,3.1437144189790585e-09,3.184907925700622e-08,-4.553080268245071e-08,6.331875178917415e-08
2880,2.0,1.0,0,1.528633485624685e+18,1.528633485624685e+18,nan,nan,1.6347780724844128e+20,2.7670831953430095e+20,4.4018612678274227e+20,320504.2033928498,-1.3591994939239943e-15,8.98858378084244e-06,-1.8142799918407595e-05,2.239255550269211e-05,3.1437111283575257e-09,3.184909248001177e-08,-4.553077387009446e-08,6.331874803514584e-08
4320,3.0,1.0,0,1.5286334856246848e+18,1.5286334856246848e+18,nan,nan,1.6348158257728605e+20,2.767043290218008e+20,4.401859115990868e+20,320511.60506274196,5.129160259691985e-16,8.988695765326601e-06,-1.8142961792262342e-05,2.239291741283139e-05,3.143693957868786e-09,3.184907638770078e-08,-4.553078751894264e-08,6.331876168111699e-08
5760,4.0,1.0,0,1.5286334856246848e+18,1.5286334856246848e+18,nan,nan,1.6347970983008718e+20,2.7670629852551833e+20,4.401860083556055e+20,320507.93347355665,-1.2146249430004846e-15,8.988610720628602e-06,-1.8142865579042097e-05,2.2392608802101734e-05,3.1436939332528822e-09,3.184908652378884e-08,-4.553077974211485e-08,6.331871998163212e-08
7200,5.0,1.0,0,1.5286334856246856e+18,1.5286334856246856e+18,nan,nan,1.6348183695062873e+20,2.767039984602601e+20,4.4018583541088885e+20,320512.1037709577,7.571943527217975e-16,8.988665450921591e-06,-1.8142954673414507e-05,2.2392763241373723e-05,3.143690226495457e-09,3.184907327395866e-08,-4.55307934657663e-08,6.331873551983999e-08
