case,alpha,status,health_verdict,min_state_finite_fraction,first_bad_day,nonfinite_state_records,run_dir,iterations,last_day,fields,max_abs_mass_rel_change,max_abs_tracer_mass_rel_change,max_abs_mechanical_energy_rel_change,max_abs_potential_enstrophy_rel_change,mass_verdict,quantity_verdict,energy_verdict,enstrophy_verdict,output_dir
TC6,0,available,finite state fields,1.0,nan,0,/scratch/p8190783-hmh85/MITgcm/Sandbox/vortexSphere_Williamson_TC6/run_standard,15,14.0,"eta:Eta,u:U,v:V,kinetic:momKE",8.433217185711202e-16,nan,0.001226624334956495,0.0004695460599220895,preserved to roundoff,noticeable drift,not preserved,noticeable drift,/scratch/p8190783-hmh85/MITgcm/Sandbox/output/TestCase6/Diagnosis/conservation/alpha_0
