iteration,day,l1_eta,l2_eta,linf_eta,mean_error_eta,mean_abs_error_eta,rmse_eta,max_abs_error_eta,min_error_eta,max_error_eta,eta_min,eta_max,reference_min_eta,reference_max_eta,l1_u,l2_u,linf_u,mean_error_u,mean_abs_error_u,rmse_u,max_abs_error_u,min_error_u,max_error_u,u_min,u_max,reference_min_u,reference_max_u,l1_v,l2_v,linf_v,mean_error_v,mean_abs_error_v,rmse_v,max_abs_error_v,min_error_v,max_error_v,v_min,v_max,reference_min_v,reference_max_v
0.0,0.0,2.0943786904767183e-08,2.3963137966202398e-08,3.2046738382761495e-08,1.0407432626543617e-07,1.3295141410703613e-05,2.0408818504226082e-05,6.102939300944854e-05,-6.102939300944854e-05,6.101439771555306e-05,-1904.3870849609375,-4.3142790673300624e-08,-1904.3870324812,-4.3142790673300624e-08,0.0021816598351656145,0.002181661132542761,0.002181665026312918,-1.5356204652392333e-15,0.02681211210253617,0.03438780843599658,0.08423226663975443,-0.08423226663975443,0.08423226663975443,-38.609256744384766,38.609256744384766,-38.60916576277046,38.60916576277046,0.0002345340204843424,0.08423246710129713,38.60925764595623,-2.597566107265996e-17,0.0002345340204843424,0.08423246710129713,38.60925764595623,-38.60925764595623,38.60925764595623,-38.609256744384766,38.609256744384766,-38.60925764595623,38.60925764595623
172800.0,1.0,0.00016958493029499666,0.0003006164265480021,0.020470544177671603,1.0407434341012112e-07,0.1076527200953852,0.2560276578743696,38.983838879791335,-5.831527427873691,38.983838879791335,-1904.4079001497037,38.983838836648545,-1904.3870324812,-4.3142790673300624e-08,0.0022858458661339427,0.0029252391876566693,0.1007164367735255,-1.9628376150506453e-12,0.028092535153285997,0.04610824445378716,3.888577602424636,-3.888577602424636,3.7695938567081235,-40.31803488972134,40.31803421667786,-38.60916576277046,38.60916576277046,0.008342702468739626,0.07693319211474561,38.60925764595623,0.00010218510467799336,0.008342702468739626,0.07693319211474561,38.60925764595623,-38.60925764595623,38.60925764595623,-42.69468767679373,44.22492113078597,-38.60925764595623,38.60925764595623
345600.0,2.0,0.00017634052892675166,0.0002608863588988854,0.022966351943118975,1.0407434321422004e-07,0.11194118232676394,0.22219053099411462,43.73682282387519,-28.84404223444768,43.73682282387519,-1904.3857182873367,43.73596885056669,-1904.3870324812,-4.3142790673300624e-08,0.0032343660520980423,0.007680455286710833,0.20602946862845756,-0.00026978543642975326,0.03974963638770337,0.12106097558460883,7.954625906291634,-7.954625906291634,5.680788377272631,-45.709619696073354,41.705766877804,-38.60916576277046,38.60916576277046,0.017192116005499577,0.10630134717882783,38.60925764595623,-0.00020619791106503857,0.017192116005499577,0.10630134717882783,38.60925764595623,-38.60925764595623,38.60925764595623,-44.55766660253738,45.86443233793227,-38.60925764595623,38.60925764595623
518400.0,3.0,0.0001566109587834181,0.00022532287266136965,0.020586802225056412,1.0407430893373008e-07,0.09941682719362847,0.1919019795939315,39.205239197652546,-1.575361921389848,39.205239197652546,-1904.4521988293623,39.205231908476335,-1904.3870324812,-4.3142790673300624e-08,0.004839844742523058,0.00912411241436127,0.11770005980681272,-0.001422415736583027,0.05948061091088826,0.14381620737216108,4.544301119369229,-4.544301119369229,4.387376046323151,-39.29384071206516,40.09780698640621,-38.60916576277046,38.60916576277046,0.037090914912380014,0.14788750638031006,38.60925764595623,1.6326718625153016e-05,0.037090914912380014,0.14788750638031006,38.60925764595623,-38.60925764595623,38.60925764595623,-41.71565698708841,43.08639912459343,-38.60925764595623,38.60925764595623
691200.0,4.0,0.00015902227184287187,0.00022032256162320428,0.02018792955361381,1.0407431731656714e-07,0.10094753165775848,0.18764333698266217,38.44563125454612,-2.898524477248492,38.44563125454612,-1904.464991218747,38.445618791997155,-1904.3870324812,-4.3142790673300624e-08,0.006531634627211714,0.01071494185974569,0.1222387950596375,0.0003761012407682338,0.08027233073405013,0.16889120064504504,4.719537901098871,-4.719537901098871,4.71838583090887,-39.47746681444699,39.734266649203065,-38.60916576277046,38.60916576277046,0.06646173669160794,0.17964690078513978,38.60925764595623,5.945715948786394e-06,0.06646173669160794,0.17964690078513978,38.60925764595623,-38.60925764595623,38.60925764595623,-41.454508738075596,41.714093851264415,-38.60925764595623,38.60925764595623
864000.0,5.0,0.00018379792949048545,0.00021478851180640378,0.021171515364047093,1.0407431695774672e-07,0.11667514927848716,0.18293012210806092,40.31875931726778,-2.7040973099434065,40.31875931726778,-1904.4479336132451,40.31874375164021,-1904.3870324812,-4.3142790673300624e-08,0.008259483864925591,0.011839338936304329,0.08826766805483258,-0.0015421940937481412,0.10150721195206978,0.1866141873627979,3.40794102742223,-3.40794102742223,3.364699691000371,-39.64498449272003,39.480678907287334,-38.60916576277046,38.60916576277046,0.09087575261979308,0.19649400174981044,38.60925764595623,0.00011476357360501533,0.09087575261979308,0.19649400174981044,38.60925764595623,-38.60925764595623,38.60925764595623,-41.287597384093814,40.42123384273581,-38.60925764595623,38.60925764595623
1036800.0,6.0,0.0001784812660068652,0.00020936834857692072,0.02020672705675951,1.0407431583407896e-07,0.11330012482998277,0.17831390165438676,38.48142897577982,-5.336257725131966,38.48142897577982,-1904.4236764037546,38.4813875787374,-1904.3870324812,-4.3142790673300624e-08,0.009249530404153838,0.012356931841765612,0.07267614312432763,0.0013720764767204468,0.113674662793232,0.19477259721634316,2.805965256885996,-2.6902928146686724,2.805965256885996,-39.55978223128366,40.09476593668177,-38.60916576277046,38.60916576277046,0.10967581590101466,0.20267914037294582,38.60925764595623,-7.5552243655030345e-06,0.10967581590101466,0.20267914037294582,38.60925764595623,-38.60925764595623,38.60925764595623,-41.843547493450615,39.97933124073855,-38.60925764595623,38.60925764595623
1209600.0,7.0,0.00017616203777560114,0.00020716505929599104,0.020373185838596295,1.0407429894871329e-07,0.11182787592683273,0.17643741406289426,38.798430921352406,-6.216137494621921,38.798430921352406,-1904.4858875244267,38.798394686656025,-1904.3870324812,-4.3142790673300624e-08,0.009431072297677407,0.012099638907858437,0.09001328469083482,0.001272745431967944,0.11590577211742743,0.1907170910741847,3.47533782947989,-3.362695666641389,3.47533782947989,-40.427147182255226,39.108362835387204,-38.60916576277046,38.60916576277046,0.1198115729879328,0.201785459403229,38.60925764595623,-1.0897335400430756e-05,0.1198115729879328,0.201785459403229,38.60925764595623,-38.60925764595623,38.60925764595623,-41.68251969960982,41.10963869086005,-38.60925764595623,38.60925764595623
1382400.0,8.0,0.00019419228570370759,0.00022528532919111372,0.021713974706446412,1.040742683430326e-07,0.12327349925007507,0.1918700047385702,41.35181185458132,-12.87244333427479,41.35181185458132,-1904.4459335862782,41.351596105626506,-1904.3870324812,-4.3142790673300624e-08,0.009569031214274364,0.011469809886902741,0.12181788342145983,-0.0025498416238757286,0.11760125638941121,0.18078959161196875,4.70328685388899,-4.70328685388899,3.027115391358714,-43.07742218418957,39.301065388906686,-38.60916576277046,38.60916576277046,0.12351645740838413,0.1985218846282877,38.60925764595623,0.0001074702302606807,0.12351645740838413,0.1985218846282877,38.60925764595623,-38.60925764595623,38.60925764595623,-42.47821352937209,41.587276564389114,-38.60925764595623,38.60925764595623
1555200.0,9.0,0.0001985105439263602,0.00021725129900271805,0.020824886363353175,1.0407426028009601e-07,0.12601473482409783,0.18502761772716556,39.65864354326436,-9.305461461205478,39.65864354326436,-1904.4144073711525,39.65856400598955,-1904.3870324812,-4.3142790673300624e-08,0.01013305374452456,0.0117985364670189,0.09225207131058957,-0.0008906815101720918,0.12453296731229042,0.18597105013283421,3.561775513189474,-3.561775513189474,2.8223834486969532,-41.09566990019023,39.35678741483924,-38.60916576277046,38.60916576277046,0.12458581341692153,0.1958820712312102,38.60925764595623,-0.00011939051612542599,0.12458581341692153,0.1958820712312102,38.60925764595623,-38.60925764595623,38.60925764595623,-41.57397711941548,41.6520162261546,-38.60925764595623,38.60925764595623
1728000.0,10.0,0.00023255675743325547,0.00024585910836368946,0.0210871419559241,1.0407425133443039e-07,0.147627312584338,0.2093921892567803,40.15807969295211,-16.42411288521351,40.15807969295211,-1904.5516431868057,40.15769587262239,-1904.3870324812,-4.3142790673300624e-08,0.011109561666504652,0.012613983620495008,0.1323770816676226,0.000724738835611104,0.13653403157131014,0.198824302219116,5.110968689297044,-5.110968689297044,2.0155941562563378,-43.225750937138685,39.30087172746758,-38.60916576277046,38.60916576277046,0.12689960296709496,0.1955728487172134,38.60925764595623,-9.625252090687152e-06,0.12689960296709496,0.1955728487172134,38.60925764595623,-38.60925764595623,38.60925764595623,-40.82714756099791,41.39144857643282,-38.60925764595623,38.60925764595623
1900800.0,11.0,0.00026108342204687505,0.0002742504549338929,0.02022725628882758,1.0407425550504274e-07,0.1657360739911617,0.2335724047218457,38.520524579117044,-13.258712403181754,38.520524579117044,-1904.4243538544251,38.52024445352745,-1904.3870324812,-4.3142790673300624e-08,0.011892399184562173,0.01318357229603435,0.09241875591934595,-0.0004053161103777445,0.14615492982222195,0.20780228049887345,3.5682110668790514,-3.5682110668790514,2.107092796492019,-41.6957411511591,39.712129947091434,-38.60916576277046,38.60916576277046,0.1337612839027751,0.20154012324769252,38.60925764595623,-0.00015582586964560217,0.1337612839027751,0.20154012324769252,38.60925764595623,-38.60925764595623,38.60925764595623,-40.51650945496273,40.92686832474185,-38.60925764595623,38.60925764595623
2073600.0,12.0,0.0002803892387859565,0.0002925442401726612,0.020507741127746008,1.0407425641532386e-07,0.17799142994767175,0.24915277417178558,39.05467626916088,-13.175969334811974,39.05467626916088,-1904.6420163561047,39.05436811922782,-1904.3870324812,-4.3142790673300624e-08,0.012471765926604653,0.013538682098002828,0.09674407554938554,-0.0014246661099982362,0.15327521768091323,0.21339959699394434,3.735208049452215,-3.735208049452215,2.001193428250248,-41.91076006403338,38.90549408642108,-38.60916576277046,38.60916576277046,0.14264280517120329,0.21066320310989858,38.60925764595623,-2.181141237466083e-05,0.14264280517120329,0.21066320310989858,38.60925764595623,-38.60925764595623,38.60925764595623,-40.56111266927106,41.27204717818731,-38.60925764595623,38.60925764595623
