iLat,psi
361,  1.4821463625418377E+05
361,  3.2524882084323000E+05
361,  2.6048433878866979E+05
361, -4.8227217233030555E+04
361, -3.3793434937273600E+05
361, -4.5329814108144381E+05
361, -3.9385690991921828E+05
361, -2.4304101238255086E+05
361, -2.9339245614663330E+04
361,  1.1078652957079903E+05
361, -7.3866146414860283E+04
361, -6.2535084479668061E+05
361, -1.1923082112686050E+06
361, -1.8230168342390095E+06
361, -1.6995237638597696E+06
361, -1.2856208461527301E+06
361, -1.0495639562558511E+06
361, -1.0507502624778312E+06
361, -1.2396283817616198E+06
361, -1.5502727750707509E+06
361, -1.8467384255943538E+06
361, -1.8608999725860909E+06
361, -1.6304227779838173E+06
361, -1.2806173640542882E+06
361, -1.1609686998055333E+06
361, -1.1725746257599501E+06
361, -9.9897442340652947E+05
361, -6.9836168726869917E+05
361, -5.0771768190460664E+05
361, -4.6349213540133194E+05
361, -6.0055577316833008E+05
361, -6.6836762998317729E+05
361, -7.7811363051337912E+05
361, -8.0991818012347294E+05
361, -8.7813792375367880E+05
361, -9.9867446672225697E+05
361, -1.3159990512186419E+06
361, -1.8288148664803596E+06
361, -2.4547735685537895E+06
361, -2.8638498737613484E+06
361, -3.1224776282884046E+06
361, -3.1043967710138937E+06
361, -3.0942321972243371E+06
361, -2.9421847601907100E+06
361, -2.6679897262008572E+06
361, -2.4026149998028767E+06
361, -2.1649597261914448E+06
361, -2.0757095866039307E+06
361, -1.8873922403423139E+06
361, -1.6975565139776317E+06
361, -1.4708262611569476E+06
361, -1.2090425507651092E+06
361, -9.6476315720209212E+05
361, -6.6638210584517207E+05
361, -4.0187740130281076E+05
361, -2.7322814303024666E+05
361, -1.4470481272228516E+05
361, -9.0917322530166479E+04
361,  1.1474900767686014E+05
361,  2.4640221643890653E+05
361,  2.4142247078859675E+05
361,  1.7555559457209069E+05
361,  1.7056625737985974E+05
361,  2.2666196482726082E+05
361,  2.8055042494690156E+05
361,  3.2733438781921606E+05
361,  2.4447355512880461E+05
361,  1.8258736588424782E+05
361,  1.2428828746430058E+05
361,  1.6641410870623897E+05
361,  1.6800045197379749E+05
361,  1.9390872812771544E+05
361,  2.3514953462875614E+05
361,  2.4402432822638442E+05
361,  2.3320250469755108E+05
361,  1.5429245646163975E+05
361,  4.8712415228316546E+04
361,  5.6652690730983377E+03
361,  1.1534509018452639E+05
361,  2.5196447224983413E+05
361,  4.3059330807567155E+05
361,  4.0372255433679308E+05
361,  3.0629178679538413E+05
361,  1.5683954049964671E+05
361, -5.8001937535292658E+04
361, -2.4049041160185941E+05
361, -3.7170643402799760E+05
361, -4.0731609690293658E+05
361, -3.6459020096620347E+05
361, -4.2182327492803265E+05
361, -4.1732223114247393E+05
361, -3.6320049127810786E+05
361, -3.6748265751973970E+05
361, -4.5205622676310840E+05
361, -9.1089128355985566E+05
361, -1.1778279609809981E+06
361, -1.2192637703058296E+06
361, -1.2859485315389445E+06
361, -1.3098547162194648E+06
361, -1.2133132009941835E+06
361, -1.1336378923365895E+06
361, -1.1068445584241205E+06
361, -1.0650862631860098E+06
361, -1.0301055647300441E+06
361, -9.5944805722810340E+05
361, -8.4521566154717794E+05
361, -7.3075183863740077E+05
361, -7.7128337565155770E+05
361, -8.6889498469401535E+05
361, -9.3528585120495199E+05
361, -9.4352286597814073E+05
361, -9.9044110851685202E+05
361, -1.1966542980119737E+06
361, -1.1105957170321825E+06
361, -1.0182560577855636E+06
361, -1.1335651604447367E+06
361, -1.2930496784069338E+06
361, -1.4787850868425600E+06
361, -1.5002824467905755E+06
361, -1.4889674808998934E+06
361, -1.5559518954754304E+06
