iLat,psi
361,  1.4369485851989361E+06
361,  1.3941759786993752E+06
361,  1.2504343747522717E+06
361,  1.2369916159744810E+06
361,  1.1044616966392526E+06
361,  7.5972966183824337E+05
361,  3.7382513904815412E+05
361,  9.4464517541323032E+04
361, -2.0972385370691921E+05
361, -5.0445024363317300E+05
361, -6.4708421973064193E+05
361, -6.4642013905253878E+05
361, -5.1701646561048389E+05
361, -3.7357344748439826E+05
361, -2.2009628994975344E+05
361, -1.5770627455691434E+04
361,  2.1390624886247571E+05
361,  2.3210064362587960E+05
361,  1.3566300275927046E+05
361,  4.2795152643666668E+04
361,  2.0650362397568312E+05
361,  4.1663957466635440E+05
361,  6.3147718724427884E+05
361,  6.0437511115297023E+05
361,  2.8641585827884736E+05
361,  6.0287403214463389E+04
361,  7.8697726765770713E+04
361,  1.8957520288420640E+05
361,  1.7852259577098599E+05
361, -2.6341687142016276E+03
361, -4.3233712115129188E+05
361, -9.0077510029931518E+05
361, -9.4859315103588521E+05
361, -1.0192233640034172E+06
361, -9.0765862209908059E+05
361, -6.1411896913414146E+05
361, -3.8199164969142643E+05
361, -2.1878944125732308E+05
361,  7.5474160163750756E+05
361,  4.2664357185702752E+06
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
