iLat,psi
361,  6.7123144829785870E+05
361,  6.1869665994989674E+05
361,  5.6919571603276313E+05
361,  4.8329056881761667E+05
361,  3.7244281271474966E+05
361,  2.1106388504209134E+05
361,  4.6416644485750556E+04
361,  3.5689940677619248E+04
361,  1.6086384531069940E+05
361,  3.5500039151318208E+05
361,  5.0802623089816427E+05
361,  5.7272247237645846E+05
361,  6.2776016472623788E+05
361,  6.5376653841030633E+05
361,  6.7246869541251613E+05
361,  6.6884175758993835E+05
361,  5.8279578156038874E+05
361,  4.5918179233473050E+05
361,  3.5490081063501287E+05
361,  2.2481579076102539E+05
361,  8.4578765716947571E+04
361,  1.4873600737267732E+04
361, -3.5915298359891895E+04
361, -8.0750765102822945E+04
361, -5.6027784860005049E+04
361,  9.3203090271217618E+04
361,  8.0732792937012378E+05
361,  4.3201348940398369E+05
361,  1.7635735371283826E+05
361, -3.6999711960030661E+04
361, -1.7818408630788038E+05
361, -1.7525951095392992E+05
361, -1.6013204447145469E+05
361, -1.5630322557905960E+05
361, -1.6366384319823436E+05
361, -8.0729841089215712E+04
361, -8.0957563441407867E+04
361, -8.8942769456514902E+05
361, -1.0612818766563211E+06
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  1.5492814575979572E+06
361,  2.4081218900286156E+04
361, -9.4282616238283517E+04
361, -1.2355532975595849E+05
361, -5.1848791324735121E+03
361,  1.7249477833156032E+05
361,  2.7589641398905107E+05
361,  2.5401031500817128E+05
361,  1.3143496116591268E+05
361, -7.3555475851667594E+04
361, -1.6974142575218799E+05
361, -8.0399692769819434E+04
361,  1.4229486629433438E+05
361,  2.7197554385548929E+05
361,  1.7485586450206870E+05
361, -1.4630889792819662E+05
361, -4.4389815123679664E+05
361, -3.6605569775398681E+05
361,  2.0665027433388663E+05
361,  9.2046409324583295E+05
361,  1.3768616756604041E+06
361,  1.3189510075206652E+06
