iLat,psi
361, -1.6606130380540228E+04
361,  6.8062539491584685E+04
361,  2.8992810309577308E+05
361,  5.7928837476018979E+05
361,  6.7832300592894875E+05
361,  7.1657514549091132E+05
361,  5.4183796961340948E+05
361,  4.3661425889443955E+05
361,  5.0146547149263613E+05
361,  8.1563944973348861E+05
361,  9.0394499668259814E+05
361,  8.0112962784657010E+05
361,  6.4587510572297929E+05
361,  4.5208114438326337E+05
361,  4.5814302147448499E+05
361,  6.6860273803602986E+05
361,  6.8221074261316482E+05
361,  6.4640189460747584E+05
361,  4.8924688314005826E+05
361,  2.6893663073246629E+05
361,  5.6465111776432008E+04
361, -1.1218330045020267E+05
361, -2.7818629415458645E+05
361, -3.9293515930095688E+05
361, -4.8337987101657304E+05
361, -4.4072576903671760E+05
361, -3.2597850832298584E+05
361, -1.4910907816824745E+05
361, -2.5786879567345659E+04
361, -7.0540285620266470E+04
361, -2.2229799649587458E+04
361,  1.4629276900485484E+05
361,  2.7917422216254839E+05
361,  4.2516997090921283E+05
361,  3.7877280100080598E+05
361, -6.8834071127902906E+04
361,  1.8914324815879026E+05
361, -1.0872421871344121E+05
361, -3.6195093290314206E+05
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  3.7206952097282046E+03
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  2.5290834632393047E+06
361,  6.4886607979896097E+06
361,  3.3118796504458832E+06
361, -1.4445310974696125E+06
361, -4.6106808894390138E+06
361, -4.5360243576039653E+06
361, -3.9412716331308507E+06
361, -1.6647612799235499E+06
361, -1.1495405716050237E+06
361, -9.8836897263129929E+05
361, -1.8217207447385537E+06
361, -1.4873035792238123E+06
361, -2.2926192151767067E+06
361, -1.8175668797615431E+06
361, -1.8860195884742683E+06
361, -2.7609605392919113E+06
361, -1.4450353849032265E+06
361, -5.6444731689833815E+05
361,  1.4785631870816796E+05
361, -8.4825524289770838E+04
361, -3.5563737104603722E+04
361, -7.9610888285368652E+04
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  0.0000000000000000E+00
361,  6.1306647094016499E+05
361,  6.2984786412484231E+04
361, -3.0902548606212303E+05
361, -2.8107498430496344E+05
361, -1.2483966139924854E+05
361,  4.4178163476033136E+04
361,  3.1207389228475509E+04
361,  1.4252079143983815E+05
361,  1.4011902231376030E+05
361,  4.8082519501128426E+05
361,  1.6318432574020387E+05
361, -1.6232243193680053E+06
361, -8.1125870887128601E+05
361, -4.0705740848219505E+05
361, -2.0122602011985559E+05
361, -9.8238195432488283E+04
361,  2.0346572352005354E+04
361,  7.7929178317831291E+04
361, -1.9030822108172360E+04
361, -2.8139283888919363E+04
361,  2.9073129083159958E+04
361,  3.8663786117589960E+04
361,  2.2237917038790536E+04
361,  2.9946719713668641E+04
361, -1.0791791179022871E+05
361, -1.0149585444141540E+05
361, -1.2722648806274292E+05
361, -1.1153519268949966E+05
361, -1.8720379313216993E+05
361, -1.6744284744663906E+05
361, -1.3267100599676408E+05
361,  1.3701243805438249E+04
361,  3.9252309501654375E+05
361,  5.7048045619558683E+05
361,  9.0126312037802150E+05
361,  1.0075591814200577E+06
361,  7.5851679770197370E+05
361,  4.4054706493838067E+05
361,  1.7231315287766466E+05
361, -3.2914525490324519E+05
361,  3.1508480316375448E+04
361,  3.4747783407387946E+05
361,  4.3956036237219442E+06
361,  2.0350144676801325E+06
361,  7.9452874406776659E+05
361,  3.4130551357374928E+05
361, -4.1851197423016629E+03
361, -3.3642295835285331E+05
361, -4.8533503176870069E+05
361, -1.2439857769386432E+05
361, -7.2276869254137354E+05
361, -3.3664116858888282E+06
361, -2.5723591276634266E+06
361, -9.3751185815148661E+05
361,  2.5461447878182409E+05
361,  3.1719544234088494E+05
361,  3.8792034047676873E+05
361,  3.5222502847981732E+05
361,  1.4507379986683273E+05
361, -3.4869108921615209E+05
361, -9.4050316099944094E+05
361, -1.5574782158098121E+06
361, -1.9982811738679551E+06
361, -2.2799275603326876E+06
361, -2.4598917323096455E+06
361, -2.5187843867403679E+06
361, -2.4997549813286457E+06
361, -2.5327339041003953E+06
361, -2.3377458473522016E+06
