iteration,day,eta_finite_fraction,u_finite_fraction,v_finite_fraction,scalar_finite_fraction,minimum_state_finite_fraction,volume_m3,volume_rel_change,mass_kg,mass_rel_change,eta_volume_anomaly_m3,eta_volume_anomaly_delta_m3,tracer_area_integral,tracer_area_rel_change,tracer_mass_integral,tracer_mass_rel_change,kinetic_energy_j,kinetic_energy_rel_change,surface_potential_energy_j,surface_potential_energy_rel_change,potential_energy_anomaly_j,mechanical_energy_j,mechanical_energy_rel_change,mechanical_energy_anomaly_j,mechanical_energy_anomaly_rel_change,zeta_mean_s-1,zeta_rms_s-1,zeta_min_s-1,zeta_max_s-1,pv_mean_s-1_m-1,pv_rms_s-1_m-1,pv_min_s-1_m-1,pv_max_s-1_m-1,potential_enstrophy,potential_enstrophy_rel_change
0,0.0,1.0,1.0,1.0,nan,1.0,1.2048440374372221e+18,0.0,1.2048440374372221e+18,0.0,-3.2378954734117997e+17,0.0,nan,nan,nan,nan,6.630276298181303e+20,0.0,1.8147317453108863e+21,0.0,-7.704680941776797e+21,2.4777593751290165e+21,0.0,-7.041653311958666e+21,0.0,-1.5447865481215763e-23,9.257114929368671e-06,-0.0027778245275579204,0.0027778245275579204,1.5093920620822006e-24,3.427805339391708e-08,-9.755521214667728e-07,9.755521214667728e-07,724.1366214698168,0.0
115200,1.0,1.0,1.0,1.0,nan,1.0,1.2048440374372227e+18,4.249512667955395e-16,1.2048440374372227e+18,4.249512667955395e-16,-3.237895473411799e+17,64.0,nan,nan,nan,nan,8.934427462264518e+20,0.3475196297196917,1.4386666049807715e+21,-0.20722905261443486,-8.080746082106914e+21,2.3321093512072234e+21,-0.05878295745090628,-7.187303335880462e+21,-0.020684066293698726,-7.203184348839763e-11,1.5111027940727275e-05,-0.007947482668786924,0.009181579310036029,-7.018820886579973e-14,3.572994913140892e-08,-2.722721516636423e-06,3.255214454209692e-06,739.9715326400676,0.02186729782856435
230400,2.0,1.0,1.0,1.0,nan,1.0,1.204844037437223e+18,6.374269001933093e-16,1.204844037437223e+18,6.374269001933093e-16,-3.237895473411801e+17,-128.0,nan,nan,nan,nan,7.457588517066354e+20,0.1247779401157059,1.6552393708441014e+21,-0.08788757615493295,-7.86417331624358e+21,2.4009982225507366e+21,-0.030980067454808045,-7.118414464536944e+21,-0.010901012756182741,2.535184662031677e-11,1.4602974600745783e-05,-0.017091186248871224,0.015626832611910793,-2.8353495408859386e-13,3.405571411901921e-08,-5.661153915789432e-06,5.269416096143317e-06,729.3354496235338,0.007179347100502555
345600,3.0,1.0,1.0,1.0,nan,1.0,1.2048440374372227e+18,4.249512667955395e-16,1.2048440374372227e+18,4.249512667955395e-16,-3.2378954734118e+17,-64.0,nan,nan,nan,nan,7.1295724142519e+20,0.07530547651649978,1.659716162543657e+21,-0.0854206596472325,-7.859696524544023e+21,2.372673403968847e+21,-0.04241169349009027,-7.146739283118833e+21,-0.014923479828480326,-3.230551912716575e-11,1.3865893010439464e-05,-0.009890476441530634,0.011314800794175408,-7.875320692940466e-13,3.568565840567411e-08,-3.5959269191631026e-06,4.229117950503358e-06,735.7786347440965,0.01607709502476116
460800,4.0,1.0,1.0,1.0,nan,1.0,1.2048440374372227e+18,4.249512667955395e-16,1.2048440374372227e+18,4.249512667955395e-16,-3.2378954734117997e+17,0.0,nan,nan,nan,nan,6.923518392323607e+20,0.04422773365006532,1.6873650715581114e+21,-0.0701848491281864,-7.832047615529571e+21,2.379716910790472e+21,-0.03956900146263774,-7.13969577629721e+21,-0.01392321660767377,1.1421620675909327e-11,1.6070258370926013e-05,-0.0030368982475706733,0.0028971251534346833,-1.19878789430343e-11,3.38642862246982e-08,-1.00352282263349e-06,1.056247827701837e-06,723.5923856226025,-0.0007515651481755175
576000,5.0,1.0,1.0,1.0,nan,1.0,1.204844037437223e+18,6.374269001933093e-16,1.204844037437223e+18,6.374269001933093e-16,-3.2378954734117997e+17,0.0,nan,nan,nan,nan,8.346775217057544e+20,0.2588879922465795,1.4432557496007087e+21,-0.20470022452080883,-8.076156937486974e+21,2.277933271306463e+21,-0.08064790545375236,-7.241479415781219e+21,-0.028377725367875428,3.419116319115913e-11,1.5481950253819282e-05,-0.0022927927901917593,0.002413155871712455,-6.694599578656297e-12,3.512137885742742e-08,-7.197693377259131e-07,8.579439730632568e-07,731.8315621127621,0.010626365819376047
691200,6.0,1.0,1.0,1.0,nan,1.0,1.2048440374372232e+18,8.49902533591079e-16,1.2048440374372232e+18,8.49902533591079e-16,-3.237895473411801e+17,-128.0,nan,nan,nan,nan,7.280537930671686e+20,0.0980745904463665,1.550649024043004e+21,-0.14552162982228634,-7.96876366304468e+21,2.2787028171101726e+21,-0.08033732412312194,-7.240709869977512e+21,-0.028268440549436474,4.7341975269895965e-11,1.4281149276714529e-05,-0.007208952761413217,0.009545535235826833,-5.930853891543045e-12,3.4161999171863635e-08,-2.387195962333101e-06,3.275486600595454e-06,721.2253292714572,-0.004020363163584173
806400,7.0,1.0,1.0,1.0,nan,1.0,1.2048440374372224e+18,2.1247563339776976e-16,1.2048440374372224e+18,2.1247563339776976e-16,-3.2378954734118016e+17,-192.0,nan,nan,nan,nan,6.937149572941775e+20,0.046283632982934274,1.5735863121435311e+21,-0.13288213742359145,-7.94582637494415e+21,2.2673012694377085e+21,-0.08493887978139504,-7.252111417649972e+21,-0.029887598319259863,-1.4717510656273698e-11,1.556720495049844e-05,-0.0013747551097984575,0.0012775509286576479,-1.655512870010685e-12,3.424052932181231e-08,-4.250819176929128e-07,4.923534136989765e-07,718.7814706995227,-0.007395221580458666
921600,8.0,1.0,1.0,1.0,nan,1.0,1.204844037437222e+18,-2.1247563339776976e-16,1.204844037437222e+18,-2.1247563339776976e-16,-3.237895473411799e+17,64.0,nan,nan,nan,nan,6.792723827907999e+20,0.024500868805611437,1.5439474306224688e+21,-0.14921451359855328,-7.975465256465218e+21,2.2232198134132685e+21,-0.1027297340777872,-7.296192873674418e+21,-0.036147698621213496,-1.719618985999424e-11,1.2695064781840575e-05,-0.0010869743126182255,0.0010108580785448183,3.021496558659676e-14,3.40715093668704e-08,-4.430816401799673e-07,4.144888555572221e-07,716.9222164785442,-0.009962767766984498
1036800,9.0,1.0,1.0,1.0,nan,1.0,1.2048440374372224e+18,2.1247563339776976e-16,1.2048440374372224e+18,2.1247563339776976e-16,-3.2378954734118e+17,-64.0,nan,nan,nan,nan,7.061556379659091e+20,0.06504707527740418,1.5117552614361467e+21,-0.16695386778657795,-8.007657425651538e+21,2.217910899402056e+21,-0.10487236102716002,-7.301501787685628e+21,-0.03690162866803855,-1.238831404892128e-11,1.632518358077458e-05,-0.0012756922561682233,0.0016033031543930241,-5.7955206331898275e-12,3.393917553252445e-08,-4.049102852346494e-07,5.924905183427134e-07,716.7248185968955,-0.010235365334620364
1152000,10.0,1.0,1.0,1.0,nan,1.0,1.204844037437223e+18,6.374269001933093e-16,1.204844037437223e+18,6.374269001933093e-16,-3.237895473411801e+17,-128.0,nan,nan,nan,nan,6.790545334262468e+20,0.024172301254644122,1.5451956538820065e+21,-0.1485266856246596,-7.974217033205676e+21,2.2242501873082533e+21,-0.10231388502265804,-7.295162499779429e+21,-0.0360013730568409,-1.954271470096613e-11,1.5208056650614064e-05,-0.0020983213898104177,0.002182841057580162,1.6893945015115281e-13,3.4800486146900636e-08,-6.860160867236164e-07,7.685222271009661e-07,723.6614069398698,-0.0006562498233860315
1267200,11.0,1.0,1.0,1.0,nan,1.0,1.204844037437223e+18,6.374269001933093e-16,1.204844037437223e+18,6.374269001933093e-16,-3.2378954734117997e+17,0.0,nan,nan,nan,nan,5.20225031712186e+20,-0.21537955838298228,1.70450752641394e+21,-0.06073857427234439,-7.81490516067375e+21,2.224732558126126e+21,-0.10211920477133318,-7.294680128961564e+21,-0.035932870562256844,-1.9524063447156136e-11,1.2545580546050907e-05,-0.0015053013323292072,0.0017819989364874767,-2.9106725472344432e-12,3.357372672801484e-08,-4.4821929452020466e-07,6.335365353572225e-07,714.0375733183089,-0.013946329811368086
