iteration,day,eta_finite_fraction,u_finite_fraction,v_finite_fraction,scalar_finite_fraction,minimum_state_finite_fraction,volume_m3,volume_rel_change,mass_kg,mass_rel_change,eta_volume_anomaly_m3,eta_volume_anomaly_delta_m3,tracer_area_integral,tracer_area_rel_change,tracer_mass_integral,tracer_mass_rel_change,kinetic_energy_j,kinetic_energy_rel_change,surface_potential_energy_j,surface_potential_energy_rel_change,potential_energy_anomaly_j,mechanical_energy_j,mechanical_energy_rel_change,mechanical_energy_anomaly_j,mechanical_energy_anomaly_rel_change,zeta_mean_s-1,zeta_rms_s-1,zeta_min_s-1,zeta_max_s-1,pv_mean_s-1_m-1,pv_rms_s-1_m-1,pv_min_s-1_m-1,pv_max_s-1_m-1,potential_enstrophy,potential_enstrophy_rel_change
0,0.0,1.0,1.0,1.0,nan,1.0,1.2048440355288225e+18,0.0,1.2048440355288225e+18,0.0,-3.2378954924957997e+17,0.0,nan,nan,nan,nan,6.630276568923986e+20,0.0,1.8147317450665207e+21,0.0,-7.70468099812812e+21,2.477759401958919e+21,0.0,-7.041653341235722e+21,0.0,4.0879294052329035e-23,9.252158303743282e-06,-0.0027749585047874407,0.0027749585047874407,5.1121406284579666e-24,3.463792918960994e-08,-9.760099316614016e-07,9.760099316614016e-07,733.6859761115192,0.0
115200,1.0,1.0,1.0,1.0,nan,1.0,1.2048440355288225e+18,0.0,1.2048440355288225e+18,0.0,-3.2378954924958e+17,-64.0,nan,nan,nan,nan,9.049818188913704e+20,0.36492318153515285,1.424410065238142e+21,-0.2150850564495256,-8.095002677956499e+21,2.3293918841295125e+21,-0.059879711368306034,-7.190020859065129e+21,-0.021069983232570002,8.986342319849449e-12,1.6127988600042713e-05,-0.011219021142076114,0.011440153799767153,-8.246751486463801e-14,3.6019719566046245e-08,-3.910661704736486e-06,4.091860734502863e-06,749.8601278271104,0.02204506047848028
230400,2.0,1.0,1.0,1.0,nan,1.0,1.2048440355288228e+18,2.1247563373431823e-16,1.2048440355288228e+18,2.1247563373431823e-16,-3.237895492495802e+17,-256.0,nan,nan,nan,nan,7.44515854568952e+20,0.12290316524424867,1.6522573677235423e+21,-0.08953079582405317,-7.867155375471094e+21,2.396773222292494e+21,-0.03268524764849934,-7.122639520902143e+21,-0.01150101769312733,-3.194919278826991e-11,1.4593414596124502e-05,-0.012607449394015003,0.009696680198473702,-3.003084061469122e-13,3.428588199638617e-08,-4.214715087729365e-06,3.3423786405446307e-06,737.0453403672954,0.004578749444797322
345600,3.0,1.0,1.0,1.0,nan,1.0,1.2048440355288225e+18,0.0,1.2048440355288225e+18,0.0,-3.2378954924958016e+17,-192.0,nan,nan,nan,nan,7.004841727623207e+20,0.056493142451221924,1.6719190890550303e+21,-0.07869629018158572,-7.847493654139608e+21,2.372403261817351e+21,-0.04252073064813048,-7.147009481377288e+21,-0.014961847031662779,2.1757874438243014e-11,1.4418433101859762e-05,-0.011327313791743161,0.013833890915572137,-2.94444215017516e-13,3.6255765489415146e-08,-4.203215168608564e-06,5.255158777811609e-06,748.4381916524596,0.02010698857721954
460800,4.0,1.0,1.0,1.0,nan,1.0,1.2048440355288233e+18,6.374269012029547e-16,1.2048440355288233e+18,6.374269012029547e-16,-3.237895492495799e+17,64.0,nan,nan,nan,nan,7.007087737474995e+20,0.05683189300384809,1.676033727828711e+21,-0.07642893646119893,-7.843379015365934e+21,2.3767425015762104e+21,-0.040769454977284986,-7.142670241618434e+21,-0.014345622467831642,-4.5584577196589245e-12,1.6676529697603943e-05,-0.0013601687881925196,0.0012322571562448296,-1.347435089360491e-11,3.403457152414275e-08,-5.276181191146689e-07,4.3410929949816063e-07,731.4425631393597,-0.003057729117366276
576000,5.0,1.0,1.0,1.0,nan,1.0,1.204844035528822e+18,-4.2495126746863647e-16,1.204844035528822e+18,-4.2495126746863647e-16,-3.2378954924958e+17,-64.0,nan,nan,nan,nan,8.167494648231099e+20,0.2318482590171326,1.4715437010536382e+21,-0.18911227234871708,-8.047869042141004e+21,2.2882931658767482e+21,-0.07646676103110685,-7.231119577317894e+21,-0.02690649864466681,-1.0063527773014693e-12,1.5181249771706318e-05,-0.0016284098101889389,0.0018274027699971816,-5.5771202472269934e-12,3.562721614295393e-08,-6.12032731623751e-07,6.761471049529523e-07,741.4907820960973,0.010637801782641433
691200,6.0,1.0,1.0,1.0,nan,1.0,1.2048440355288228e+18,2.1247563373431823e-16,1.2048440355288228e+18,2.1247563373431823e-16,-3.237895492495797e+17,256.0,nan,nan,nan,nan,6.935980646045302e+20,0.04610728888054945,1.5922747496164997e+21,-0.12258395548255899,-7.927137993578136e+21,2.2858728142210298e+21,-0.07744359181371023,-7.233539928973606e+21,-0.02725021787343637,6.882481687071773e-12,1.4470538418926497e-05,-0.0019769330373045767,0.00220136377614689,-5.410523986212434e-12,3.4407832180340844e-08,-6.223168219120193e-07,7.977593802794694e-07,729.3096066747801,-0.005964908120410743
806400,7.0,1.0,1.0,1.0,nan,1.0,1.2048440355288225e+18,0.0,1.2048440355288225e+18,0.0,-3.237895492495799e+17,64.0,nan,nan,nan,nan,7.143950047795316e+20,0.0774739143279348,1.545417802082033e+21,-0.14840427171488954,-7.973994941112607e+21,2.2598128068615647e+21,-0.08796116157405987,-7.259599936333076e+21,-0.03095105432428278,-1.6998168104091874e-11,1.6638235811143086e-05,-0.0009666736278917738,0.0008515699676525688,-1.9288436982139363e-12,3.46112973491152e-08,-3.9559424541144366e-07,2.976329078644988e-07,729.0975032161239,-0.006254001091466744
921600,8.0,1.0,1.0,1.0,nan,1.0,1.2048440355288228e+18,2.1247563373431823e-16,1.2048440355288228e+18,2.1247563373431823e-16,-3.2378954924957997e+17,0.0,nan,nan,nan,nan,6.753950256365786e+20,0.018652870081084818,1.55119260956387e+21,-0.14522208928074404,-7.968220133630776e+21,2.2265876352004485e+21,-0.10137052312661751,-7.292825107994197e+21,-0.035669430826368656,-1.075702902006312e-11,1.2281161001769303e-05,-0.001098184274713609,0.001011746645305961,-3.652947577104138e-13,3.439105899582094e-08,-4.5071379104239784e-07,3.763015890436553e-07,726.208869062383,-0.010191154380194491
1036800,9.0,1.0,1.0,1.0,nan,1.0,1.2048440355288228e+18,2.1247563373431823e-16,1.2048440355288228e+18,2.1247563373431823e-16,-3.237895492495799e+17,64.0,nan,nan,nan,nan,7.630272027080479e+20,0.15082258602053772,1.4415463020772975e+21,-0.20564220800333424,-8.077866441117341e+21,2.2045735047853454e+21,-0.11025521564264579,-7.314839238409293e+21,-0.038795703783627455,-1.1395875665604337e-11,1.8050939329735253e-05,-0.004233044358189414,0.004600530500126354,-9.296453046114147e-12,3.432198875975387e-08,-1.446752416408597e-06,1.6712652177884195e-06,729.4662557932571,-0.005751398357954498
