iteration,day,eta_finite_fraction,u_finite_fraction,v_finite_fraction,scalar_finite_fraction,minimum_state_finite_fraction,volume_m3,volume_rel_change,mass_kg,mass_rel_change,eta_volume_anomaly_m3,eta_volume_anomaly_delta_m3,tracer_area_integral,tracer_area_rel_change,tracer_mass_integral,tracer_mass_rel_change,kinetic_energy_j,kinetic_energy_rel_change,surface_potential_energy_j,surface_potential_energy_rel_change,potential_energy_anomaly_j,mechanical_energy_j,mechanical_energy_rel_change,mechanical_energy_anomaly_j,mechanical_energy_anomaly_rel_change,zeta_mean_s-1,zeta_rms_s-1,zeta_min_s-1,zeta_max_s-1,pv_mean_s-1_m-1,pv_rms_s-1_m-1,pv_min_s-1_m-1,pv_max_s-1_m-1,potential_enstrophy,potential_enstrophy_rel_change
0,0.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391534e+18,0.0,2.0402578876391534e+21,0.0,0.0,0.0,4194970252954136.5,0.0,1.6779881011816548e+19,0.0,1.0137869841421341e+24,0.0,0.0,-1.0,0.0,1.0137869841421341e+24,0.0,1.0137869841421341e+24,0.0,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,5.820921898012219e-24,2.114992689071869e-08,-7.309154962161866e-07,6.579956697528541e-07,456.32347470537184,0.0
86400,0.75,1.0,1.0,1.0,1.0,1.0,2.0402578876391526e+18,-3.764230025296836e-16,2.0402578876391526e+21,-3.8545715459039603e-16,0.18668086268007755,0.18668086268007755,4194970256359780.0,8.118397258244477e-10,1.6779880996852417e+19,-8.917901044388884e-10,1.0137869841421341e+24,0.0,3022029275214547.0,0.0,3022029282539916.5,1.0137869871641634e+24,2.980931265904724e-09,1.0137869871641634e+24,2.980931265904724e-09,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,-2.55228123197036e-24,2.114992718082658e-08,-7.338036286340901e-07,6.606529355432407e-07,456.3234788776026,9.143142979650262e-09
115200,1.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391526e+18,-3.764230025296836e-16,2.0402578876391526e+21,-3.8545715459039603e-16,0.18668420240283012,0.18668420240283012,4194970256359793.0,8.118428247737169e-10,1.6779880996852464e+19,-8.917872972676119e-10,1.0137869841421341e+24,0.0,3022029275214373.0,-5.757720529945792e-14,3022029282539835.0,1.0137869871641634e+24,2.980931265904724e-09,1.0137869871641634e+24,2.980931265904724e-09,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,-2.5453717290281644e-24,2.114992718082658e-08,-7.338036286340929e-07,6.606529355432432e-07,456.3234788776026,9.143142979650262e-09
172800,1.5,1.0,1.0,1.0,1.0,1.0,2.0402578876391532e+18,-1.254743341765612e-16,2.0402578876391531e+21,-1.2848571819679867e-16,0.37336089462041855,0.37336089462041855,4194970270291887.5,4.132985445556043e-09,1.6779880886580257e+19,-7.463479120966796e-09,1.0137869841421345e+24,3.971773067699472e-16,1.208811710085811e+16,2.9999999999999747,1.2088117115508818e+16,1.0137869962302516e+24,1.1923725328403766e-08,1.0137869962302516e+24,1.1923725328403766e-08,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,-1.6105828471066127e-24,2.114992805137491e-08,-7.376841929282722e-07,6.641466579677097e-07,456.3234913983368,3.6581429344357436e-08
230400,2.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391532e+18,-1.254743341765612e-16,2.0402578876391531e+21,-1.2848571819679867e-16,0.3733675144612789,0.3733675144612789,4194970270291914.0,4.132991762644938e-09,1.677988088658067e+19,-7.463454466679932e-09,1.0137869841421345e+24,3.971773067699472e-16,1.2088117100856452e+16,2.9999999999994253,1.2088117115507456e+16,1.0137869962302516e+24,1.1923725328403766e-08,1.0137869962302516e+24,1.1923725328403766e-08,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,-1.6105828471066127e-24,2.114992805137491e-08,-7.376841929282649e-07,6.641466579677031e-07,456.3234913983368,3.6581429344357436e-08
259200,2.25,1.0,1.0,1.0,1.0,1.0,2.0402578876391534e+18,0.0,2.0402578876391534e+21,0.0,0.560064472258091,0.560064472258091,4194970299170351.0,1.101705416562945e-08,1.677988119656681e+19,1.1010224812792007e-08,1.013786984142134e+24,-1.3239243558998241e-16,2.719826347693256e+16,8.000000000000542,2.7198263498909164e+16,1.0137870113403974e+24,2.6828380863572773e-08,1.0137870113403974e+24,2.6828380863572773e-08,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,-2.3797665456071553e-24,2.1149929502550413e-08,-7.416060185004933e-07,6.676775284565888e-07,456.3235122691863,8.231839160069067e-08
345600,3.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391534e+18,0.0,2.0402578876391534e+21,0.0,0.5600262805819511,0.5600262805819511,4194970299170379.0,1.1017060840289415e-08,1.6779881196562756e+19,1.1009983151960374e-08,1.013786984142134e+24,-1.3239243558998241e-16,2.7198263476936696e+16,8.00000000000191,2.7198263498912244e+16,1.0137870113403974e+24,2.6828380863572773e-08,1.0137870113403974e+24,2.6828380863572773e-08,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,-2.3795436584154715e-24,2.1149929502550413e-08,-7.416060185004859e-07,6.676775284565821e-07,456.3235122691863,8.231839160069067e-08
432000,3.75,1.0,1.0,1.0,1.0,1.0,2.0402578876391542e+18,3.764230025296836e-16,2.0402578876391542e+21,3.8545715459039603e-16,0.9334368109703064,0.9334368109703064,4194970256361648.5,8.122851401867269e-10,1.6779881168394574e+19,9.331295338848725e-09,1.0137869841421341e+24,0.0,7.555073188036982e+16,24.000000000002036,7.555073191699834e+16,1.013787059692866e+24,7.452328058847861e-08,1.013787059692866e+24,7.452328058847861e-08,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,2.4571084011214087e-24,2.1149934148153202e-08,-7.495761141072945e-07,6.748531090257318e-07,456.3235790730586,2.2871426208216684e-07
460800,4.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391544e+18,5.018973367062448e-16,2.0402578876391545e+21,5.139428727871947e-16,0.7467151433229446,0.7467151433229446,4194970270297953.0,4.134431343770871e-09,1.6779881470443522e+19,2.7331956250049128e-08,1.0137869841421344e+24,2.6478487117996483e-16,4.835246840344545e+16,15.000000000004203,4.835246843274634e+16,1.0137870324946028e+24,4.7694899857298274e-08,1.0137870324946028e+24,4.7694899857298274e-08,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,6.2675878301464086e-24,2.114993153466445e-08,-7.455697669525093e-07,6.712461426585296e-07,456.3235414928388,1.4635991933573614e-07
518400,4.5,1.0,1.0,1.0,1.0,1.0,2.0402578876391537e+18,1.254743341765612e-16,2.0402578876391537e+21,1.2848571819679867e-16,1.1201299130916595,1.1201299130916595,4194970252953655.5,-1.146611229629758e-13,1.6779881011867695e+19,3.0480998026137362e-12,1.0137869841421344e+24,2.6478487117996483e-16,1.0879305390773074e+17,35.00000000000233,1.0879305395168506e+17,1.0137870929351883e+24,1.0731352438103814e-07,1.0137870929351883e+24,1.0731352438103814e-07,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,6.531040490716574e-24,2.1149937343577945e-08,-7.53625750391607e-07,6.784990491583713e-07,456.32362501468833,3.293920318096079e-07
576000,5.0,1.0,1.0,1.0,1.0,1.0,2.0402578876391542e+18,3.764230025296836e-16,2.0402578876391542e+21,3.8545715459039603e-16,0.9333478286862373,0.9333478286862373,4194970256361699.5,8.12297297603091e-10,1.677988116839478e+19,9.331307665992158e-09,1.0137869841421342e+24,1.3239243558998241e-16,7.555073188036736e+16,24.000000000001222,7.555073191699229e+16,1.0137870596928661e+24,7.452328072087105e-08,1.0137870596928661e+24,7.452328072087105e-08,8.817417303008248e-25,8.205530943908622e-06,-0.0027778223319380813,0.0027778223319380813,2.4530964316711015e-24,2.1149934148153202e-08,-7.49576114106981e-07,6.748531090254496e-07,456.3235790730586,2.2871426208216684e-07
